model,temperature,seed,bleu_representativeness,folder
deepseek-r1-14b,0.2,999,0.0006,termination-crafted
deepseek-r1-14b,0.2,999,0.0008,termination-nla
deepseek-r1-14b,0.2,42,0.0621,termination-crafted
deepseek-r1-14b,0.2,42,0.003,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0867,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0579,recursive
deepseek-r1-14b,0.2,123,0.0006,termination-crafted
deepseek-r1-14b,0.2,999,0.1173,recursive-simple
deepseek-r1-14b,0.2,999,0.3587,termination-restricted-15
deepseek-r1-14b,0.2,123,0.127,recursive-simple
deepseek-r1-14b,0.2,999,0.0182,termination-numeric
deepseek-r1-14b,0.2,42,0.0,termination-numeric
deepseek-r1-14b,0.2,999,0.2976,termination-crafted
deepseek-r1-14b,0.2,42,0.0765,recursive-simple
deepseek-r1-14b,0.2,42,0.0687,loop-acceleration
deepseek-r1-14b,0.2,42,0.5493,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.0163,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0,termination-bwb
deepseek-r1-14b,0.2,42,0.0536,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0175,termination-restricted-15
deepseek-r1-14b,0.2,123,0.2697,termination-restricted-15
deepseek-r1-14b,0.2,999,0.0015,recursive-simple
deepseek-r1-14b,0.2,999,0.1211,termination-restricted-15
deepseek-r1-14b,0.2,42,0.1143,termination-crafted
deepseek-r1-14b,0.2,123,0.1578,loops-crafted-1
deepseek-r1-14b,0.2,42,0.0,array-fpi
deepseek-r1-14b,0.2,42,0.1288,loops
deepseek-r1-14b,0.2,123,0.0845,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.1005,termination-bwb
deepseek-r1-14b,0.2,123,0.133,recursive
deepseek-r1-14b,0.2,42,0.3478,termination-crafted
deepseek-r1-14b,0.2,42,0.1233,recursive
deepseek-r1-14b,0.2,999,0.2264,loops
deepseek-r1-14b,0.2,123,0.2558,loops
deepseek-r1-14b,0.2,42,0.0011,array-fpi
deepseek-r1-14b,0.2,123,0.2687,termination-numeric
deepseek-r1-14b,0.2,999,0.1814,termination-crafted
deepseek-r1-14b,0.2,42,0.136,termination-crafted
deepseek-r1-14b,0.2,123,0.171,termination-bwb
deepseek-r1-14b,0.2,999,0.0001,loops
deepseek-r1-14b,0.2,999,0.0889,loops-crafted-1
deepseek-r1-14b,0.2,999,0.0,array-fpi
deepseek-r1-14b,0.2,42,0.0,loop-invgen
deepseek-r1-14b,0.2,123,0.0157,array-fpi
deepseek-r1-14b,0.2,999,0.0,loop-invgen
deepseek-r1-14b,0.2,999,0.2442,recursive
deepseek-r1-14b,0.2,123,0.0472,termination-crafted
deepseek-r1-14b,0.2,123,0.0,termination-crafted
deepseek-r1-14b,0.2,999,0.0,bitvector
deepseek-r1-14b,0.2,123,0.3538,termination-crafted
deepseek-r1-14b,0.2,42,0.0047,loop-acceleration
deepseek-r1-14b,0.2,42,0.0001,termination-crafted
deepseek-r1-14b,0.2,999,0.0,termination-crafted
deepseek-r1-14b,0.2,999,0.0414,termination-crafted
deepseek-r1-14b,0.2,999,0.0042,loop-acceleration
deepseek-r1-14b,0.2,999,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,123,0.102,termination-crafted
deepseek-r1-14b,0.2,42,0.372,loops
deepseek-r1-14b,0.2,42,0.0,bitvector
deepseek-r1-14b,0.2,42,0.157,termination-crafted
deepseek-r1-14b,0.2,42,0.1527,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0199,array-memsafety
deepseek-r1-14b,0.2,123,0.0727,loop-acceleration
deepseek-r1-14b,0.2,123,0.0,bitvector
deepseek-r1-14b,0.2,123,0.0041,array-memsafety
deepseek-r1-14b,0.2,42,0.0,loop-industry-pattern
deepseek-r1-14b,0.2,999,0.0,loop-industry-pattern
deepseek-r1-14b,0.2,999,0.4389,array-memsafety
deepseek-r1-14b,0.2,123,0.2804,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.022,termination-crafted
deepseek-r1-14b,0.2,123,0.1286,termination-crafted
deepseek-r1-14b,0.2,123,0.0,loop-industry-pattern
deepseek-r1-14b,0.2,42,0.2935,termination-crafted
deepseek-r1-14b,0.2,123,0.0318,loops
deepseek-r1-14b,0.2,999,0.0,loops
deepseek-r1-14b,0.2,42,0.0082,loops-crafted-1
deepseek-r1-14b,0.2,999,0.0556,termination-crafted
deepseek-r1-14b,0.2,42,0.0001,termination-nla
deepseek-r1-14b,0.2,999,0.0609,bitvector
deepseek-r1-14b,0.2,42,0.0227,termination-crafted
deepseek-r1-14b,0.2,42,0.0,termination-nla
deepseek-r1-14b,0.2,999,0.0,termination-nla
deepseek-r1-14b,0.2,42,0.0379,termination-restricted-15
deepseek-r1-14b,0.2,42,0.2115,bitvector
deepseek-r1-14b,0.2,999,0.0448,recursive-simple
deepseek-r1-14b,0.2,123,0.5693,loops
deepseek-r1-14b,0.2,999,0.1065,array-fpi
deepseek-r1-14b,0.2,123,0.0,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0003,bitvector
deepseek-r1-14b,0.2,999,0.0217,termination-restricted-15
deepseek-r1-14b,0.2,42,0.0,termination-restricted-15
deepseek-r1-14b,0.2,999,0.001,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0,termination-nla
deepseek-r1-14b,0.2,123,0.485,recursive-simple
deepseek-r1-14b,0.2,42,0.0,array-fpi
deepseek-r1-14b,0.2,42,0.1585,recursive-simple
deepseek-r1-14b,0.2,123,0.0,loops-crafted-1
deepseek-r1-14b,0.2,123,0.1124,termination-restricted-15
deepseek-r1-14b,0.2,999,0.58,termination-restricted-15
deepseek-r1-14b,0.2,42,0.0418,termination-restricted-15
deepseek-r1-14b,0.2,999,0.0,loops-crafted-1
deepseek-r1-14b,0.2,42,0.0877,loop-acceleration
deepseek-r1-14b,0.2,123,0.1355,termination-bwb
deepseek-r1-14b,0.2,999,0.2233,recursive
deepseek-r1-14b,0.2,999,0.0784,termination-bwb
deepseek-r1-14b,0.2,123,0.0297,termination-nla
deepseek-r1-14b,0.2,999,0.1594,loop-acceleration
deepseek-r1-14b,0.2,123,0.0687,termination-restricted-15
deepseek-r1-14b,0.2,42,0.053,termination-bwb
deepseek-r1-14b,0.2,42,0.0778,loops-crafted-1
deepseek-r1-14b,0.2,123,0.2578,array-fpi
deepseek-r1-14b,0.2,123,0.2285,array-fpi
deepseek-r1-14b,0.2,123,0.0,loop-invgen
deepseek-r1-14b,0.2,123,0.174,loop-acceleration
deepseek-r1-14b,0.2,42,0.2387,loops
deepseek-r1-14b,0.2,999,0.0141,array-fpi
deepseek-r1-14b,0.2,999,0.0654,termination-nla
deepseek-r1-14b,0.5,999,0.0,termination-crafted
deepseek-r1-14b,0.5,123,0.0,loops-crafted-1
deepseek-r1-14b,0.5,999,0.0,loops-crafted-1
deepseek-r1-14b,0.5,123,0.0,termination-nla
deepseek-r1-14b,0.5,123,0.1838,recursive-simple
deepseek-r1-14b,0.5,42,0.0,recursive-simple
deepseek-r1-14b,0.5,123,0.0,loop-acceleration
deepseek-r1-14b,0.5,123,0.0001,recursive-simple
deepseek-r1-14b,0.5,999,0.1222,recursive-simple
deepseek-r1-14b,0.5,42,0.0,recursive-simple
deepseek-r1-14b,0.5,42,0.0,loops-crafted-1
deepseek-r1-14b,0.5,42,0.0078,recursive-simple
deepseek-r1-14b,0.5,42,0.3131,loop-acceleration
deepseek-r1-14b,0.5,999,0.0202,loop-acceleration
deepseek-r1-14b,0.5,999,0.0,termination-crafted-lit
deepseek-r1-14b,0.5,42,0.0016,termination-crafted-lit
deepseek-r1-14b,0.5,42,0.0,termination-crafted-lit
deepseek-r1-14b,0.5,123,0.117,termination-numeric
deepseek-r1-14b,0.5,42,0.0472,termination-nla
deepseek-r1-14b,0.5,999,0.0953,loops
deepseek-r1-14b,0.5,999,0.0016,termination-crafted-lit
deepseek-r1-14b,0.5,999,0.0045,termination-numeric
deepseek-r1-14b,0.5,123,0.0004,termination-crafted
deepseek-r1-14b,0.5,42,0.0,termination-crafted
deepseek-r1-14b,0.5,999,0.0052,recursive-simple
deepseek-r1-14b,0.5,999,0.0441,termination-crafted
deepseek-r1-14b,0.5,123,0.0172,loops
deepseek-r1-14b,0.5,123,0.0607,termination-crafted-lit
deepseek-r1-14b,0.5,42,0.1996,loops
deepseek-r1-14b,0.5,123,0.1382,loops
deepseek-r1-14b,0.5,999,0.0008,termination-crafted
deepseek-r1-14b,0.5,123,0.0,loops-crafted-1
deepseek-r1-14b,0.5,123,0.1474,recursive-simple
deepseek-r1-14b,0.5,123,0.0,termination-crafted
deepseek-r1-14b,0.5,42,0.2407,termination-crafted
deepseek-r1-14b,0.5,42,0.1346,termination-crafted
deepseek-r1-14b,0.5,42,0.0,termination-crafted
deepseek-r1-14b,0.5,999,0.0,termination-nla
deepseek-r1-14b,0.5,42,0.033,recursive
deepseek-r1-14b,0.5,123,0.1165,recursive-simple
deepseek-r1-14b,0.5,123,0.0398,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0069,termination-numeric
deepseek-r1-14b,0.5,999,0.1583,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0,termination-numeric
deepseek-r1-14b,0.5,42,0.0969,loops-crafted-1
deepseek-r1-14b,0.5,999,0.0,termination-numeric
deepseek-r1-14b,0.5,42,0.1373,recursive-simple
deepseek-r1-14b,0.5,42,0.0725,termination-restricted-15
deepseek-r1-14b,0.5,999,0.2323,termination-crafted
deepseek-r1-14b,0.5,999,0.3607,recursive
deepseek-r1-14b,0.5,42,0.1428,termination-restricted-15
deepseek-r1-14b,0.5,999,0.0652,recursive-simple
deepseek-r1-14b,0.5,123,0.0041,termination-crafted-lit
deepseek-r1-14b,0.5,123,0.1181,termination-crafted-lit
deepseek-r1-14b,0.5,42,0.0006,termination-bwb
deepseek-r1-14b,0.5,999,0.0646,termination-crafted-lit
deepseek-r1-14b,0.5,123,0.273,termination-numeric
deepseek-r1-14b,0.5,999,0.1285,loops-crafted-1
deepseek-r1-14b,0.5,999,0.0,array-fpi
deepseek-r1-14b,0.5,999,0.3655,termination-bwb
deepseek-r1-14b,0.5,123,0.0995,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0369,termination-crafted-lit
deepseek-r1-14b,0.5,42,0.0,array-fpi
deepseek-r1-14b,0.5,42,0.0,recursive
deepseek-r1-14b,0.5,123,0.0522,termination-crafted
deepseek-r1-14b,0.5,123,0.0611,termination-crafted
deepseek-r1-14b,0.5,999,0.2492,loops
deepseek-r1-14b,0.5,123,0.0695,recursive
deepseek-r1-14b,0.5,123,0.0,loops
deepseek-r1-14b,0.5,42,0.0401,termination-crafted
deepseek-r1-14b,0.5,123,0.0001,loop-acceleration
deepseek-r1-14b,0.5,999,0.2305,loops
deepseek-r1-14b,0.5,999,0.0811,termination-restricted-15
deepseek-r1-14b,0.5,123,0.1451,array-fpi
deepseek-r1-14b,0.5,999,0.0,loop-acceleration
deepseek-r1-14b,0.5,999,0.0,bitvector
deepseek-r1-14b,0.5,999,0.0002,termination-crafted
deepseek-r1-14b,0.5,999,0.0001,array-fpi
deepseek-r1-14b,0.5,42,0.1924,loops
deepseek-r1-14b,0.5,123,0.0,loop-invgen
deepseek-r1-14b,0.5,42,0.0,bitvector
deepseek-r1-14b,0.5,42,0.0,loop-invgen
deepseek-r1-14b,0.5,123,0.0,bitvector
deepseek-r1-14b,0.5,42,0.0,termination-crafted-lit
deepseek-r1-14b,0.5,123,0.2385,termination-bwb
deepseek-r1-14b,0.5,123,0.0646,recursive
deepseek-r1-14b,0.5,123,0.3538,termination-crafted
deepseek-r1-14b,0.5,999,0.0,loop-invgen
deepseek-r1-14b,0.5,42,0.0013,loops
deepseek-r1-14b,0.5,42,0.0,termination-crafted
deepseek-r1-14b,0.5,123,0.0624,termination-crafted
deepseek-r1-14b,0.5,999,0.1949,recursive
deepseek-r1-14b,0.5,42,0.3538,termination-crafted
deepseek-r1-14b,0.5,999,0.2806,termination-crafted
deepseek-r1-14b,0.5,999,0.0003,termination-crafted
deepseek-r1-14b,0.5,999,0.0186,termination-crafted
deepseek-r1-14b,0.5,999,0.1373,recursive-simple
deepseek-r1-14b,0.5,42,0.4237,array-memsafety
deepseek-r1-14b,0.5,123,0.1433,termination-crafted
deepseek-r1-14b,0.5,999,0.3008,termination-crafted-lit
deepseek-r1-14b,0.5,123,0.0,loop-industry-pattern
deepseek-r1-14b,0.5,123,0.1934,termination-crafted
deepseek-r1-14b,0.5,42,0.1058,termination-crafted
deepseek-r1-14b,0.5,999,0.2584,array-memsafety
deepseek-r1-14b,0.5,123,0.0324,termination-crafted
deepseek-r1-14b,0.5,123,0.2846,array-memsafety
deepseek-r1-14b,0.5,123,0.0,loops
deepseek-r1-14b,0.5,999,0.0001,loops
deepseek-r1-14b,0.5,42,0.0749,termination-nla
deepseek-r1-14b,0.5,999,0.0935,bitvector
deepseek-r1-14b,0.5,999,0.0002,termination-nla
deepseek-r1-14b,0.5,42,0.0001,recursive-simple
deepseek-r1-14b,0.5,999,0.313,termination-crafted
deepseek-r1-14b,0.5,123,0.0004,termination-restricted-15
deepseek-r1-14b,0.5,123,0.0234,termination-nla
deepseek-r1-14b,0.5,123,0.0681,termination-crafted-lit
deepseek-r1-14b,0.5,999,0.0,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0717,termination-crafted
deepseek-r1-14b,0.5,42,0.0006,loop-industry-pattern
deepseek-r1-14b,0.5,42,0.0965,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0002,termination-restricted-15
deepseek-r1-14b,0.5,123,0.0,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0,termination-restricted-15
deepseek-r1-14b,0.5,999,0.0,array-fpi
deepseek-r1-14b,0.5,123,0.3706,termination-restricted-15
deepseek-r1-14b,0.5,999,0.3325,termination-restricted-15
deepseek-r1-14b,0.5,42,0.0,loops-crafted-1
deepseek-r1-14b,0.5,123,0.0471,bitvector
deepseek-r1-14b,0.5,123,0.2145,array-fpi
deepseek-r1-14b,0.5,123,0.0483,array-fpi
deepseek-r1-14b,0.5,42,0.0667,bitvector
deepseek-r1-14b,0.5,999,0.0026,termination-nla
deepseek-r1-14b,0.5,42,0.1488,loop-acceleration
deepseek-r1-14b,0.5,123,0.1746,loop-acceleration
deepseek-r1-14b,0.5,999,0.3886,termination-bwb
deepseek-r1-14b,0.5,999,0.0886,loop-acceleration
deepseek-r1-14b,0.5,42,0.0002,termination-nla
deepseek-r1-14b,0.5,42,0.2475,loops
deepseek-r1-14b,0.5,123,0.2926,termination-bwb
deepseek-r1-14b,0.5,123,0.0086,termination-nla
deepseek-r1-14b,0.5,42,0.0649,termination-bwb
deepseek-r1-14b,0.5,42,0.0082,array-fpi
deepseek-r1-14b,0.5,999,0.486,termination-restricted-15
deepseek-r1-14b,0.5,123,0.0635,recursive-simple
deepseek-r1-14b,0.5,999,0.2715,loops-crafted-1
deepseek-r1-14b,0.5,42,0.0431,loop-acceleration
deepseek-r1-14b,0.5,999,0.0074,loop-industry-pattern
deepseek-r1-14b,0.5,42,0.3309,array-fpi
deepseek-r1-14b,0.5,123,0.3523,loops-crafted-1
deepseek-r1-14b,0.5,999,0.0022,recursive-simple
deepseek-r1-14b,0.8,123,0.0857,recursive-simple
deepseek-r1-14b,0.8,999,0.0,termination-crafted
deepseek-r1-14b,0.8,999,0.1543,recursive-simple
deepseek-r1-14b,0.8,42,0.0,termination-crafted
deepseek-r1-14b,0.8,42,0.0698,loop-acceleration
deepseek-r1-14b,0.8,123,0.1214,termination-numeric
deepseek-r1-14b,0.8,123,0.0,termination-crafted
deepseek-r1-14b,0.8,42,0.0,termination-numeric
deepseek-r1-14b,0.8,42,0.0999,recursive-simple
deepseek-r1-14b,0.8,123,0.106,loop-acceleration
deepseek-r1-14b,0.8,123,0.0102,loops-crafted-1
deepseek-r1-14b,0.8,999,0.0153,loops-crafted-1
deepseek-r1-14b,0.8,999,0.0905,loop-acceleration
deepseek-r1-14b,0.8,999,0.0063,recursive-simple
deepseek-r1-14b,0.8,123,0.1026,loops
deepseek-r1-14b,0.8,123,0.0518,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.0645,recursive-simple
deepseek-r1-14b,0.8,42,0.0006,loops
deepseek-r1-14b,0.8,42,0.0063,recursive-simple
deepseek-r1-14b,0.8,999,0.0,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.0776,termination-crafted
deepseek-r1-14b,0.8,42,0.0402,termination-crafted-lit
deepseek-r1-14b,0.8,999,0.0086,termination-crafted-lit
deepseek-r1-14b,0.8,999,0.002,termination-crafted
deepseek-r1-14b,0.8,42,0.0034,loops
deepseek-r1-14b,0.8,123,0.0589,termination-crafted
deepseek-r1-14b,0.8,42,0.0002,termination-nla
deepseek-r1-14b,0.8,999,0.4064,loops
deepseek-r1-14b,0.8,42,0.0,termination-crafted
deepseek-r1-14b,0.8,123,0.0303,recursive-simple
deepseek-r1-14b,0.8,123,0.2349,loops
deepseek-r1-14b,0.8,123,0.1105,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.1862,recursive
deepseek-r1-14b,0.8,42,0.0695,termination-crafted
deepseek-r1-14b,0.8,123,0.2531,recursive
deepseek-r1-14b,0.8,123,0.0472,loops-crafted-1
deepseek-r1-14b,0.8,999,0.0533,termination-nla
deepseek-r1-14b,0.8,123,0.0001,termination-crafted
deepseek-r1-14b,0.8,999,0.0667,loops
deepseek-r1-14b,0.8,999,0.1419,termination-restricted-15
deepseek-r1-14b,0.8,123,0.0895,termination-crafted
deepseek-r1-14b,0.8,123,0.1549,recursive-simple
deepseek-r1-14b,0.8,123,0.0024,termination-nla
deepseek-r1-14b,0.8,999,0.1003,recursive-simple
deepseek-r1-14b,0.8,999,0.0,termination-crafted
deepseek-r1-14b,0.8,42,0.2892,termination-restricted-15
deepseek-r1-14b,0.8,999,0.4802,termination-crafted
deepseek-r1-14b,0.8,42,0.1186,recursive-simple
deepseek-r1-14b,0.8,999,0.0709,termination-numeric
deepseek-r1-14b,0.8,999,0.1667,recursive
deepseek-r1-14b,0.8,123,0.473,termination-restricted-15
deepseek-r1-14b,0.8,42,0.1219,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.2605,termination-bwb
deepseek-r1-14b,0.8,42,0.0,termination-restricted-15
deepseek-r1-14b,0.8,999,0.1186,termination-numeric
deepseek-r1-14b,0.8,42,0.1029,termination-numeric
deepseek-r1-14b,0.8,123,0.1703,termination-crafted-lit
deepseek-r1-14b,0.8,123,0.0274,termination-bwb
deepseek-r1-14b,0.8,42,0.1863,recursive
deepseek-r1-14b,0.8,123,0.4182,recursive
deepseek-r1-14b,0.8,42,0.0069,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.0795,array-fpi
deepseek-r1-14b,0.8,999,0.096,recursive-simple
deepseek-r1-14b,0.8,123,0.2573,termination-restricted-15
deepseek-r1-14b,0.8,999,0.4897,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0,loops
deepseek-r1-14b,0.8,999,0.0,termination-crafted
deepseek-r1-14b,0.8,123,0.1111,recursive-simple
deepseek-r1-14b,0.8,999,0.089,termination-bwb
deepseek-r1-14b,0.8,42,0.1425,loops-crafted-1
deepseek-r1-14b,0.8,42,0.0,array-fpi
deepseek-r1-14b,0.8,999,0.1137,array-fpi
deepseek-r1-14b,0.8,999,0.0,loops
deepseek-r1-14b,0.8,999,0.0383,termination-crafted-lit
deepseek-r1-14b,0.8,123,0.0088,array-fpi
deepseek-r1-14b,0.8,123,0.1619,loop-acceleration
deepseek-r1-14b,0.8,999,0.0,loop-invgen
deepseek-r1-14b,0.8,42,0.0494,termination-crafted
deepseek-r1-14b,0.8,123,0.953,loops
deepseek-r1-14b,0.8,123,0.0228,termination-crafted
deepseek-r1-14b,0.8,999,0.1693,recursive
deepseek-r1-14b,0.8,999,0.1752,termination-crafted
deepseek-r1-14b,0.8,123,0.2796,termination-numeric
deepseek-r1-14b,0.8,123,0.3462,termination-crafted
deepseek-r1-14b,0.8,999,0.0,bitvector
deepseek-r1-14b,0.8,42,0.3363,termination-crafted
deepseek-r1-14b,0.8,123,0.0845,termination-crafted
deepseek-r1-14b,0.8,999,0.0452,array-fpi
deepseek-r1-14b,0.8,42,0.0,termination-crafted-lit
deepseek-r1-14b,0.8,42,0.0,loop-invgen
deepseek-r1-14b,0.8,42,0.0,bitvector
deepseek-r1-14b,0.8,123,0.0899,termination-crafted
deepseek-r1-14b,0.8,42,0.1958,loops-crafted-1
deepseek-r1-14b,0.8,123,0.0623,termination-crafted
deepseek-r1-14b,0.8,123,0.0004,bitvector
deepseek-r1-14b,0.8,999,0.1128,loops-crafted-1
deepseek-r1-14b,0.8,42,0.1602,loop-acceleration
deepseek-r1-14b,0.8,42,0.0,loop-industry-pattern
deepseek-r1-14b,0.8,999,0.0583,termination-crafted
deepseek-r1-14b,0.8,42,0.0011,termination-crafted
deepseek-r1-14b,0.8,999,0.0121,loop-acceleration
deepseek-r1-14b,0.8,999,0.0215,array-memsafety
deepseek-r1-14b,0.8,42,0.0319,termination-crafted
deepseek-r1-14b,0.8,42,0.3092,array-memsafety
deepseek-r1-14b,0.8,42,0.0,loops
deepseek-r1-14b,0.8,999,0.0001,loops
deepseek-r1-14b,0.8,42,0.256,termination-crafted
deepseek-r1-14b,0.8,123,0.0243,termination-crafted-lit
deepseek-r1-14b,0.8,999,0.0464,termination-crafted
deepseek-r1-14b,0.8,999,0.0699,bitvector
deepseek-r1-14b,0.8,42,0.0,termination-nla
deepseek-r1-14b,0.8,123,0.0001,termination-nla
deepseek-r1-14b,0.8,999,0.0003,termination-nla
deepseek-r1-14b,0.8,999,0.0481,termination-crafted
deepseek-r1-14b,0.8,123,0.0,recursive-simple
deepseek-r1-14b,0.8,42,0.0,termination-restricted-15
deepseek-r1-14b,0.8,123,0.3068,array-memsafety
deepseek-r1-14b,0.8,999,0.0079,recursive-simple
deepseek-r1-14b,0.8,999,0.0,termination-nla
deepseek-r1-14b,0.8,999,0.0644,termination-crafted-lit
deepseek-r1-14b,0.8,999,0.0,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0001,termination-nla
deepseek-r1-14b,0.8,42,0.0232,termination-restricted-15
deepseek-r1-14b,0.8,123,0.0023,termination-nla
deepseek-r1-14b,0.8,42,0.3361,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0016,array-fpi
deepseek-r1-14b,0.8,123,0.0482,array-fpi
deepseek-r1-14b,0.8,42,0.0053,bitvector
deepseek-r1-14b,0.8,42,0.2197,recursive-simple
deepseek-r1-14b,0.8,123,0.056,bitvector
deepseek-r1-14b,0.8,999,0.2095,termination-restricted-15
deepseek-r1-14b,0.8,42,0.0,loops-crafted-1
deepseek-r1-14b,0.8,123,0.0,loop-invgen
deepseek-r1-14b,0.8,123,0.2065,termination-restricted-15
deepseek-r1-14b,0.8,999,0.3263,array-fpi
deepseek-r1-14b,0.8,123,0.2796,array-fpi
deepseek-r1-14b,0.8,123,0.1032,loop-acceleration
deepseek-r1-14b,0.8,123,0.0806,loops
deepseek-r1-14b,0.8,999,0.2001,termination-bwb
deepseek-r1-14b,0.8,999,0.076,termination-restricted-15
deepseek-r1-14b,0.8,42,0.1912,loop-acceleration
deepseek-r1-14b,0.8,123,0.0001,loops-crafted-1
deepseek-r1-14b,0.8,123,0.6129,termination-restricted-15
deepseek-r1-14b,0.8,999,0.0001,loops-crafted-1
deepseek-r1-14b,0.8,999,0.1268,loop-acceleration
deepseek-r1-14b,0.8,123,0.0495,termination-restricted-15
deepseek-r1-14b,0.8,42,0.1588,termination-bwb
deepseek-r1-14b,0.8,999,0.0095,loop-industry-pattern
deepseek-r1-14b,0.8,123,0.2851,termination-bwb
deepseek-r1-14b,0.8,123,0.0036,loop-industry-pattern
gemini-2.5-flash-lite,0.2,123,0.0,loops-crafted-1
gemini-2.5-flash-lite,0.2,999,0.0,termination-nla
gemini-2.5-flash-lite,0.2,42,0.0,termination-nla
gemini-2.5-flash-lite,0.2,42,0.0,termination-numeric
gemini-2.5-flash-lite,0.2,123,0.1387,recursive-simple
gemini-2.5-flash-lite,0.2,999,0.0,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.2205,recursive-simple
gemini-2.5-flash-lite,0.2,999,0.1613,recursive-simple
gemini-2.5-flash-lite,0.2,42,0.4711,recursive-simple
gemini-2.5-flash-lite,0.2,123,0.0,termination-numeric
gemini-2.5-flash-lite,0.2,999,0.1383,loop-acceleration
gemini-2.5-flash-lite,0.2,42,0.0,loops
gemini-2.5-flash-lite,0.2,42,0.2318,recursive-simple
gemini-2.5-flash-lite,0.2,42,0.1573,loop-acceleration
gemini-2.5-flash-lite,0.2,999,0.006,loops-crafted-1
gemini-2.5-flash-lite,0.2,123,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.0,termination-crafted-lit
gemini-2.5-flash-lite,0.2,123,0.0002,termination-crafted
gemini-2.5-flash-lite,0.2,123,0.0347,termination-nla
gemini-2.5-flash-lite,0.2,123,0.2563,loop-acceleration
gemini-2.5-flash-lite,0.2,123,0.3194,recursive-simple
gemini-2.5-flash-lite,0.2,42,0.0186,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1033,recursive-simple
gemini-2.5-flash-lite,0.2,123,0.131,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.0002,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.0539,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.23,recursive-simple
gemini-2.5-flash-lite,0.2,42,0.0744,termination-crafted-lit
gemini-2.5-flash-lite,0.2,42,0.0657,loops
gemini-2.5-flash-lite,0.2,123,0.0001,loops-crafted-1
gemini-2.5-flash-lite,0.2,42,0.0115,recursive
gemini-2.5-flash-lite,0.2,42,0.0805,loops-crafted-1
gemini-2.5-flash-lite,0.2,42,0.0771,termination-crafted
gemini-2.5-flash-lite,0.2,123,0.1038,termination-crafted
gemini-2.5-flash-lite,0.2,999,0.1202,loops
gemini-2.5-flash-lite,0.2,123,0.1721,recursive-simple
gemini-2.5-flash-lite,0.2,999,0.108,recursive
gemini-2.5-flash-lite,0.2,123,0.0597,recursive
gemini-2.5-flash-lite,0.2,42,0.1608,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.6759,termination-restricted-15
gemini-2.5-flash-lite,0.2,42,0.3282,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.0736,recursive-simple
gemini-2.5-flash-lite,0.2,999,0.1816,termination-numeric
gemini-2.5-flash-lite,0.2,999,0.0533,loops-crafted-1
gemini-2.5-flash-lite,0.2,999,0.6303,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.1837,termination-numeric
gemini-2.5-flash-lite,0.2,999,0.2278,recursive-simple
gemini-2.5-flash-lite,0.2,123,0.2582,recursive-simple
gemini-2.5-flash-lite,0.2,123,0.1406,loops
gemini-2.5-flash-lite,0.2,999,0.5006,termination-numeric
gemini-2.5-flash-lite,0.2,999,0.0552,termination-crafted-lit
gemini-2.5-flash-lite,0.2,999,0.3282,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.1082,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.5846,termination-crafted
gemini-2.5-flash-lite,0.2,42,0.6475,termination-numeric
gemini-2.5-flash-lite,0.2,999,0.3458,termination-restricted-15
gemini-2.5-flash-lite,0.2,999,0.0,termination-bwb
gemini-2.5-flash-lite,0.2,123,0.1544,termination-restricted-15
gemini-2.5-flash-lite,0.2,123,0.0,array-fpi
gemini-2.5-flash-lite,0.2,42,0.0,termination-bwb
gemini-2.5-flash-lite,0.2,42,0.057,array-fpi
gemini-2.5-flash-lite,0.2,123,0.2871,recursive
